33
550.000000	550.000000	0.000000
539.431904	657.299679	0.000000
508.133742	760.475891	0.000000
457.308284	855.563632	0.000000
388.908725	938.908734	0.000000
305.563622	1007.308291	0.000000
210.475879	1058.133747	0.000000
107.299666	1089.431906	0.000000
-0.000013	1100.000000	0.000000
-107.299691	1089.431901	0.000000
-210.475903	1058.133737	0.000000
-305.563643	1007.308277	0.000000
-388.908743	938.908716	0.000000
-457.308298	855.563611	0.000000
-508.133751	760.475867	0.000000
-539.431909	657.299654	0.000000
-550.000000	549.999974	0.000000
-539.431899	442.700296	0.000000
-508.133732	339.524086	0.000000
-457.308270	244.436347	0.000000
-388.908707	161.091248	0.000000
-305.563600	92.691695	0.000000
-210.475855	41.866244	0.000000
-107.299641	10.568089	0.000000
0.000000	0.000000	0.000000
107.299716	10.568104	0.000000
210.475926	41.866273	0.000000
305.563664	92.691737	0.000000
388.908761	161.091302	0.000000
457.308312	244.436410	0.000000
508.133761	339.524156	0.000000
539.431914	442.700371	0.000000
550.000000	550.000051	0.000000
