33
22.000000	22.000000	0.000000
21.577276	26.291987	0.000000
20.325350	30.419036	0.000000
18.292331	34.222545	0.000000
15.556349	37.556349	0.000000
12.222545	40.292332	0.000000
8.419035	42.325350	0.000000
4.291987	43.577276	0.000000
-0.000001	44.000000	0.000000
-4.291988	43.577276	0.000000
-8.419036	42.325349	0.000000
-12.222546	40.292331	0.000000
-15.556350	37.556349	0.000000
-18.292332	34.222544	0.000000
-20.325350	30.419035	0.000000
-21.577276	26.291986	0.000000
-22.000000	21.999999	0.000000
-21.577276	17.708012	0.000000
-20.325349	13.580963	0.000000
-18.292331	9.777454	0.000000
-15.556348	6.443650	0.000000
-12.222544	3.707668	0.000000
-8.419034	1.674650	0.000000
-4.291986	0.422724	0.000000
0.000000	0.000000	0.000000
4.291989	0.422724	0.000000
8.419037	1.674651	0.000000
12.222547	3.707669	0.000000
15.556350	6.443652	0.000000
18.292332	9.777456	0.000000
20.325350	13.580966	0.000000
21.577277	17.708015	0.000000
22.000000	22.000002	0.000000
